method,baseline_size,final_size,size_reduction,baseline_score,final_score,security_preservation,num_applied,program,selector,applied_passes,rejected_passes,num_rejected,num_passes_applied,num_steps_taken
random,85,85,0.0,10.0,10.0,100.0,0.0,benchmark_036,random,[],"[{'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,85,111,-30.58823529411765,10.0,23.0,229.99999999999997,,benchmark_036,,"['sroa', 'loop-unroll', 'gvn', 'gvn', 'gvn', 'gvn', 'gvn', 'gvn', 'gvn', 'gvn']",,,10.0,10.0
O0,47,47,0.0,8.0,8.0,100.0,0.0,benchmark_037,,,,,,
O2,47,30,36.17021276595745,8.0,2.0,25.0,0.0,benchmark_037,,,,,,
O3,47,30,36.17021276595745,8.0,2.0,25.0,0.0,benchmark_037,,,,,,
greedy,47,47,0.0,8.0,8.0,100.0,0.0,benchmark_037,greedy,[],[],0.0,,
random,47,47,0.0,8.0,8.0,100.0,0.0,benchmark_037,random,[],"[{'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,47,36,23.404255319148938,8.0,8.0,100.0,,benchmark_037,,"['sroa', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg']",,,10.0,10.0
O0,192,192,0.0,11.0,11.0,100.0,0.0,benchmark_038,,,,,,
O2,192,402,-109.375,11.0,3.0,27.27272727272727,0.0,benchmark_038,,,,,,
O3,192,369,-92.1875,11.0,3.0,27.27272727272727,0.0,benchmark_038,,,,,,
greedy,192,192,0.0,11.0,11.0,100.0,0.0,benchmark_038,greedy,[],[],0.0,,
random,192,192,0.0,11.0,11.0,100.0,0.0,benchmark_038,random,[],"[{'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,192,248,-29.166666666666668,11.0,11.0,100.0,,benchmark_038,,"['sroa', 'loop-unroll', 'sccp', 'loop-unroll', 'sroa', 'sroa', 'sroa', 'sroa', 'sroa', 'sroa']",,,10.0,10.0
O0,38,38,0.0,4.0,4.0,100.0,0.0,benchmark_039,,,,,,
O2,38,20,47.368421052631575,4.0,4.0,100.0,0.0,benchmark_039,,,,,,
O3,38,20,47.368421052631575,4.0,4.0,100.0,0.0,benchmark_039,,,,,,
greedy,38,38,0.0,4.0,4.0,100.0,0.0,benchmark_039,greedy,[],[],0.0,,
random,38,38,0.0,4.0,4.0,100.0,0.0,benchmark_039,random,[],"[{'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,38,18,52.63157894736842,4.0,4.0,100.0,,benchmark_039,,"['sroa', 'gvn', 'early-cse', 'early-cse', 'early-cse', 'early-cse', 'early-cse', 'early-cse', 'early-cse', 'early-cse']",,,10.0,10.0
O0,85,85,0.0,10.0,10.0,100.0,0.0,benchmark_040,,,,,,
O2,85,69,18.823529411764707,10.0,11.5,114.99999999999999,0.0,benchmark_040,,,,,,
O3,85,69,18.823529411764707,10.0,11.5,114.99999999999999,0.0,benchmark_040,,,,,,
greedy,85,85,0.0,10.0,10.0,100.0,0.0,benchmark_040,greedy,[],[],0.0,,
random,85,85,0.0,10.0,10.0,100.0,0.0,benchmark_040,random,[],"[{'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,85,49,42.35294117647059,10.0,10.0,100.0,,benchmark_040,,"['sroa', 'loop-unroll', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg']",,,10.0,10.0
O0,47,47,0.0,8.0,8.0,100.0,0.0,benchmark_041,,,,,,
O2,47,30,36.17021276595745,8.0,2.0,25.0,0.0,benchmark_041,,,,,,
O3,47,30,36.17021276595745,8.0,2.0,25.0,0.0,benchmark_041,,,,,,
greedy,47,47,0.0,8.0,8.0,100.0,0.0,benchmark_041,greedy,[],[],0.0,,
random,47,47,0.0,8.0,8.0,100.0,0.0,benchmark_041,random,[],"[{'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,47,36,23.404255319148938,8.0,8.0,100.0,,benchmark_041,,"['sroa', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg']",,,10.0,10.0
O0,48,48,0.0,4.0,4.0,100.0,0.0,benchmark_042,,,,,,
O2,48,24,50.0,4.0,8.0,200.0,0.0,benchmark_042,,,,,,
O3,48,24,50.0,4.0,8.0,200.0,0.0,benchmark_042,,,,,,
greedy,48,48,0.0,4.0,4.0,100.0,0.0,benchmark_042,greedy,[],[],0.0,,
random,48,48,0.0,4.0,4.0,100.0,0.0,benchmark_042,random,[],"[{'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,48,23,52.083333333333336,4.0,4.0,100.0,,benchmark_042,,"['sroa', 'early-cse', 'early-cse', 'early-cse', 'early-cse', 'early-cse', 'sroa', 'simplifycfg', 'sroa', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg']",,,13.0,13.0
O0,56,56,0.0,11.0,11.0,100.0,0.0,benchmark_043,,,,,,
O2,56,33,41.07142857142857,11.0,2.0,18.181818181818183,0.0,benchmark_043,,,,,,
O3,56,33,41.07142857142857,11.0,2.0,18.181818181818183,0.0,benchmark_043,,,,,,
greedy,56,56,0.0,11.0,11.0,100.0,0.0,benchmark_043,greedy,[],[],0.0,,
random,56,56,0.0,11.0,11.0,100.0,0.0,benchmark_043,random,[],"[{'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,56,42,25.0,11.0,11.0,100.0,,benchmark_043,,"['sroa', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg']",,,7.0,11.0
O0,101,101,0.0,12.0,12.0,100.0,0.0,benchmark_044,,,,,,
O2,101,77,23.762376237623762,12.0,10.0,83.33333333333334,0.0,benchmark_044,,,,,,
O3,101,77,23.762376237623762,12.0,10.0,83.33333333333334,0.0,benchmark_044,,,,,,
greedy,101,101,0.0,12.0,12.0,100.0,0.0,benchmark_044,greedy,[],[],0.0,,
random,101,101,0.0,12.0,12.0,100.0,0.0,benchmark_044,random,[],"[{'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,101,58,42.57425742574257,12.0,12.0,100.0,,benchmark_044,,"['sroa', 'loop-unroll', 'simplifycfg', 'early-cse', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg']",,,10.0,10.0
O0,88,88,0.0,13.0,13.0,100.0,0.0,benchmark_045,,,,,,
O2,88,71,19.318181818181817,13.0,7.0,53.84615384615385,0.0,benchmark_045,,,,,,
O3,88,71,19.318181818181817,13.0,5.0,38.46153846153847,0.0,benchmark_045,,,,,,
greedy,88,88,0.0,13.0,13.0,100.0,0.0,benchmark_045,greedy,[],[],0.0,,
